word,x_values,y_values,count
background,0.0061250958,0.007035529,2
patch,-0.0029160932,-0.001699561,2
batterykiller,-0.0024422223,0.002243995,3
built,-0.0024735208,-0.0035433462,2
temp,-0.00012961627,-0.0029078587,4
texas,0.005036256,-0.0009874349,3
concept,-0.008790005,0.003949253,3
opening,0.003220792,0.000811203,3
temporary,-0.003303571,-0.000496854,5
launch,-0.009448114,0.0037880004,22
traffic,-0.0020506978,0.0029386634,2
mall,0.0048918556,0.0013219309,2
crowded,-0.0027064208,-0.0077022105,4
fucking,0.0018232957,-0.0017642049,4
genius,0.001162793,-0.0015513019,2
news,-4.1865347e-05,-0.0047047934,18
last,-0.0031832969,0.0021717867,9
overheard,0.0048046396,0.0028631608,2
interactive,0.0018980867,0.004342847,3
hate,-0.00025296377,-0.0041723363,10
want,0.001161728,0.005562541,10
blackberry,0.004052817,0.0006584125,10
back,0.00061296794,0.0013763927,14
cool,0.0001394812,-0.0036886758,5
technology,-0.0012634648,0.0015849266,6
heard,0.0015019155,0.0012521415,10
conference,-0.0018569424,0.0010991545,3
battery,-0.0046501174,0.0031456903,17
even,0.0046397485,0.0023075466,9
away,0.006214461,-0.0002907956,6
replaced,-0.003802835,0.001203077,2
might,0.0035751774,-0.0022828034,8
check,0.0012078164,-0.0067733806,4
price,-0.0077173,-0.00048136714,2
samsung,-0.0017681238,0.0035413,4
show,0.0024631242,0.004312352,4
process,-0.008048454,0.004042162,2
idea,-0.003887451,-0.0008462868,3
leaf,0.0024784645,0.0016708502,2
busy,0.0006143831,-0.0068953265,2
trying,0.002701866,0.0011150384,6
power,-8.591408e-05,-0.0026840963,3
suck,0.002619273,-0.000119440134,11
keep,-0.0028810634,0.0009452739,3
tweet,0.00082509796,-0.00092907983,8
thanks,-0.0013006408,0.003103307,7
best,0.008518446,0.0036624642,10
thing,0.005965717,-0.010949724,15
gave,0.004139361,0.0056223734,10
money,0.004737858,-0.001223761,14
japan,-0.0011229815,0.0034920417,11
relief,0.0074437293,-0.00043283915,8
bing,0.0024360723,0.002147117,11
bettersearch,0.0064237076,-0.0063936724,2
shot,0.0027198927,-0.002225066,3
success,0.0067680194,-0.0032609252,4
structured,-0.0009721984,0.0033071788,2
search,0.0013166015,0.0023353384,7
potentially,-0.00208856,-0.0024773031,2
higher,0.002226331,0.004323365,2
margin,-0.0037764036,-0.00252462,2
model,-0.0030730027,0.0027124106,2
guess,0.0047328463,0.0035098034,5
pretty,0.006877235,-0.0027578552,6
give,0.005961571,0.00029414115,8
attention,0.0019805317,-0.00047366132,3
shipment,0.0033961134,0.00048759353,2
daily,-0.0013867057,-0.0053366483,5
follow,0.0057999725,-0.00088875834,3
appleatxdt,0.0054646935,0.0031805567,2
update,0.0069668493,-0.0083190445,7
seems,-0.0030873294,0.0056097177,7
find,0.0067998297,0.00027237867,4
barry,-0.003246936,0.002668591,6
diller,-0.004172216,-0.0014298919,10
think,0.006637431,0.0008113108,23
content,-0.0018848955,-0.0012540855,10
came,-0.0015782797,-0.0019034419,2
guy,-0.0007391776,0.008341525,2
job,0.003077234,-0.0030483287,4
better,-0.0052314727,-0.001603985,10
stream,0.0021177412,0.002701223,4
getting,0.0006698174,0.0031817548,9
full,-0.008429914,0.00045343916,3
tell,-0.0022091025,0.0027453934,4
brick,-0.006585639,0.0058347234,3
based,-0.0002569941,0.0054568583,2
white,0.004996553,-0.00339938,6
qagb,-0.00056061894,0.0055499375,4
major,-0.0012685102,-0.00089758437,14
network,-0.0027933032,0.0012198595,18
called,-0.0060027665,-0.0037901087,13
possibly,0.0016245388,-0.0031797108,8
today,-0.0009782788,0.0016109183,21
never,0.00017240504,0.0013697826,6
spending,-0.0012514436,-0.0010705519,2
really,-0.003048391,0.0003410453,14
feeling,0.0036462285,0.0030916315,2
worst,0.00054893765,0.0013970911,5
everyone,-0.0063778358,-0.0037313001,10
thought,-0.0030736814,-0.0010636979,6
would,-0.002027338,0.0015370938,19
location,0.0020625058,0.001178053,6
tech,0.00043201586,0.0039622323,6
business,0.00028812332,0.0013697611,6
convention,-0.0018961291,-0.005227356,2
first,-0.0024790596,0.0011428572,11
exist,-0.0095234765,-0.0036468366,2
feel,0.0029142736,-0.0012810263,7
like,-0.0019599034,-0.0030507639,43
result,0.0010178282,0.0008760067,3
long,-0.0016846709,0.0010145067,17
time,-0.0026330478,-0.0025442692,23
twitter,-0.00089850964,-0.0055202893,11
auto,-0.00044628154,0.00024947614,2
future,-0.00461912,0.008230975,4
week,0.005560389,0.0013032546,2
help,-0.0006165957,-0.0034501927,5
word,0.0016070292,-0.0011894981,2
launched,-0.0010673704,0.00032100588,6
care,9.154547e-05,0.000883471,2
product,2.9820862e-05,0.00034519917,17
macbook,0.003335611,-0.0033635912,5
enough,-0.0034766735,-0.002874687,6
read,0.0015521997,0.0020006818,4
book,0.0032616104,0.0015796353,3
remember,0.0022013637,0.001358657,2
taking,-0.00071325677,0.0029347963,8
longer,-0.0026352236,0.002887235,2
party,0.005394641,0.006737809,6
good,-0.0067104255,-0.0028416086,15
heck,0.0003848563,-0.004421706,3
walking,-0.0010028833,0.0021754939,4
else,-0.006597884,-0.00092824077,7
another,-0.00051461597,-3.106197e-05,9
launching,-0.0041017444,-0.003968954,3
anything,0.00058550993,0.0024343051,5
nothing,0.001061483,0.0020169453,10
addict,0.0039531034,-0.0016162507,2
cont,0.0045183147,-0.008243558,3
trend,-0.0013803551,-0.002113275,3
audience,0.005730087,-0.0043279068,3
sharing,-0.0044073784,0.0027724672,2
opinion,-0.00033677253,0.0024797495,2
holding,-0.009204415,0.0060136197,4
listen,-0.00065308344,1.4431261e-05,2
annoying,0.006780716,6.169182e-05,3
subscription,-0.0061213397,-0.0039862557,2
data,0.0011287848,0.0055299303,7
biggest,0.0031361612,-0.007864889,2
newsapps,0.0044447593,-0.0017424475,4
open,-0.0003668302,0.0017839341,7
shop,-0.0003266398,-0.0033557215,2
spend,-0.0025211202,0.0009992517,2
waiting,-0.0023562082,0.00022552517,3
point,0.0023097964,0.006381213,3
left,0.0011177611,0.0021393723,3
guide,0.0055644168,0.004402971,3
hotel,0.0095749125,0.0007543731,3
problem,-0.0032874602,-0.00084231317,2
living,-0.0009983255,-0.0010187943,2
change,0.0003425478,0.00296803,3
interface,-0.00049552147,-0.0033041195,4
brilliant,-0.0005713332,0.0007350396,3
medium,-0.0029211405,-0.0038927444,3
buzz,-0.0008437071,-0.0003550752,3
rule,-0.0006130418,-0.0014545801,2
ooing,0.0016432012,0.00016416468,2
ahing,-0.0018237091,-0.0030230002,2
deal,0.001326273,-0.00091236434,3
everybody,-0.00025290853,0.0004507937,2
internet,3.9955617e-06,-0.008406374,2
wifi,-0.0010521626,-0.004121643,3
work,0.003035639,0.0038392923,8
great,0.00062381267,0.00039586556,8
site,0.0019218987,0.0021430315,2
delicious,-0.0033654172,0.00089509867,4
often,-0.0011610043,-0.002748747,2
selling,0.0010894386,0.0013086505,3
release,0.00045223275,-0.00029077832,5
lord,-0.008820397,-0.0029418508,2
vortex,-0.005978074,-0.00032539663,2
smugness,0.002830805,0.00463172,2
unbearable,-0.0023065717,-0.0042095864,2
went,-0.00827546,-0.0055736937,2
whole,-0.001361327,-0.00062683545,2
laptop,0.002273005,-0.0024725627,5
typing,0.0052348683,-2.1690143e-05,2
finger,-0.0048499582,-0.007670012,2
around,-0.002617493,-0.001676301,5
lame,-0.0019673703,0.0032854492,3
drive,4.860321e-05,0.0034790633,4
let,0.0054150154,-0.0059020673,2
phone,-0.0066238074,-0.00054330827,18
fail,0.0031920609,0.00019366811,18
okay,0.0047983797,-0.0038391768,2
futuremf,-0.0018298444,0.0026879378,2
trajan,0.0017061803,-0.0050123814,2
destroyed,-0.0036152948,0.0034482302,2
title,-0.00045076467,-0.0012370001,5
website,0.0054038605,-0.00069443666,4
graph,0.0010600918,0.0021891561,3
protocol,-0.0025371106,0.0018926217,2
added,-0.000259381,0.002461403,2
clean,-0.00029920234,0.0035278639,2
instead,0.0062218653,0.0029233564,11
software,-0.0018417598,0.0012972862,2
download,-0.0032693811,0.002308118,3
luck,-0.0031234955,-0.007237848,2
wonder,-0.0023353915,0.00017916644,3
could,-0.0031729701,-0.0014369114,4
much,0.0043678666,-0.003471713,15
life,-0.002316242,-0.0006375344,8
classiest,-0.0022273774,-0.0016261293,9
fascist,-0.0060077175,-0.0025817042,14
company,-0.0019323524,-0.0003024635,15
america,-0.003556712,-0.00046970186,15
elegant,0.0023623488,0.007455643,7
rji,0.0006338104,-0.0033736944,3
crazy,0.0037796353,-0.00062685646,2
outlet,0.0013412798,-0.00042961625,2
booth,0.003713907,-0.0013744892,3
novelty,-0.0015614731,-0.0041763405,9
fade,-0.000630164,-0.0024719064,10
among,-0.0011353575,0.0041605993,9
digital,0.0037367968,-0.0013597442,8
delegate,0.00234848,0.006891558,9
true,0.0022748937,0.0018285118,4
caring,0.0043971357,-0.00018382187,5
psych,-0.0024794484,-0.0011430297,3
ubersocial,0.0013073764,1.3388945e-05,3
includes,0.005343351,0.0012177025,3
uberguide,0.006439258,-0.0026216253,3
started,0.0006178199,0.0045754197,2
lying,-0.0053426838,0.002005572,2
signal,0.00024471444,0.005479117,2
strength,-0.0038521446,-0.0014387206,2
nexus,0.0006905619,-0.005636586,3
useful,-0.004321606,0.002109872,3
hootsuite,-0.00032598776,-0.0020197982,2
tweetdeck,0.001560968,-0.0012663315,3
mean,0.0034199287,0.0031301798,4
useless,0.0015929445,0.00014698305,2
well,-0.003739979,-8.152925e-05,8
evil,0.00042139445,0.004662919,2
tapworthy,-0.00046429495,-0.0006439036,12
disaster,-0.0025632624,0.0018730023,2
heading,-0.0016610987,-0.003763074,3
smackdown,0.007943472,-0.0009178739,3
banality,-0.004445969,-0.00020371428,3
shit,-0.003972266,-0.004541236,5
brand,0.0027088444,0.002762435,3
microsoft,0.0008937425,1.4578245e-05,5
talk,-0.0001650619,-0.0016460158,14
mistake,-0.006993544,0.0021215938,5
building,0.0022528847,-0.00035624203,4
netflix,0.0018713605,-0.00579257,4
take,0.006874217,-7.986324e-05,14
tablet,0.004405764,0.0033196402,8
call,0.0014104142,-0.0064371303,8
randy,-0.0033718892,0.0010144776,2
algorithm,0.0027816913,0.0013458945,2
makeshift,0.0049110427,0.0007919244,2
make,4.686797e-05,-0.0043526273,8
sense,-0.0004944034,0.0095973285,2
kawasaki,0.0036230886,-0.0018663616,3
believe,0.0016467222,-0.0057312995,3
explanation,0.0029550719,7.955723e-05,3
survival,0.004738655,-0.0022938312,3
groupme,-0.0035825733,0.0030587604,3
group,-0.002256419,-0.0005875529,5
agree,0.00047608642,-0.004346135,2
love,-0.001514152,-0.0008222385,6
feature,0.0016816237,-0.0057834545,2
least,0.0063335267,0.0015807956,2
camera,0.0013808089,-0.0018632646,6
ipod,0.0011029186,0.00067333184,2
lonely,-0.00083878724,0.0020001263,2
planet,0.00055329973,-0.00039537906,2
free,0.0019139835,-0.00214826,2
cluttering,0.0025015431,-0.005947507,2
handset,0.0024151765,-0.0004966794,2
deleting,0.0021014228,0.0011196721,3
stop,-0.00041564848,-0.00076720974,4
cant,-0.0010670193,-0.0040710997,4
grrr,0.0036221996,1.8350816e-05,3
charge,-0.004686807,0.00108087,3
every,-0.0017126979,0.0032888227,10
running,0.00084852765,-0.0024012583,3
screen,-0.002961687,0.0028073431,4
asked,0.0014288739,0.0008885799,3
mayer,0.0018164954,-0.00040136318,10
map,0.00059222314,-0.0028792538,9
marissa,-0.0032401672,-0.0017939241,6
service,-0.00046046556,0.00015969227,7
douche,-0.0001742034,0.0014644164,5
amazing,0.0006797246,0.004362322,3
note,-0.0030913374,0.0031088407,6
write,-0.000341153,-0.00975564,3
fuck,0.003970417,0.0035912166,3
walk,0.0015487731,-0.00024843746,4
calendar,-0.006271284,-0.0055046757,4
us,0.0040195477,-0.002257786,7
enchantment,0.0039532557,0.003684654,5
window,0.004978054,-0.0018817849,3
sell,0.00034600036,0.0017033692,4
steve,-0.0017856391,-0.0012309129,3
part,0.0036364633,-0.0017998904,5
made,0.003699311,-0.0015291998,10
day,-0.00077346066,-0.00041448575,5
always,0.0015615368,0.0073687215,4
working,0.0013555409,0.0009173685,5
official,-0.003642393,0.0027398788,3
using,0.0017842704,0.000904439,7
photo,-0.0046957433,0.001764981,7
look,0.003269791,-8.953037e-05,21
weird,0.00049945933,0.004607428,5
excited,0.0043913326,0.00094156415,3
expect,0.0054267854,-0.006160656,5
approach,-0.0064751194,0.003182685,3
meet,-0.0026156139,-1.7652834e-05,3
month,0.0016484675,-0.0009277379,3
switch,-0.006108272,-0.0055873916,3
kinda,0.0018170909,-0.00292438,4
live,-0.0052874144,0.002487539,5
world,-0.0019332556,0.0006325167,5
disappointed,0.0005181642,0.0034965975,3
film,0.0004549018,-0.004819683,3
stuck,-0.0018225124,-0.0072167898,3
startup,-0.0002728843,0.003670681,3
autocorrect,-0.0039726696,-0.001647634,4
tried,-0.00780182,-0.00095903367,4
five,-0.0008779309,0.0006974159,3
game,0.0029093947,-0.00365493,3
term,-0.00076439825,0.0026577977,3
button,-0.0023839555,0.0009492798,11
maybe,-0.002580372,0.0009916788,3
anyone,-0.0056686075,-0.0012286999,7
walked,0.0046472163,0.0056175846,4
hand,0.0021098386,0.00695371,8
friend,-0.0041716592,-0.0031304383,3
magic,-0.0019286369,0.0026134297,3
experiment,0.0034096718,-0.00094890845,3
nice,0.0010196678,0.0044322186,3
stuff,-0.00023756857,-0.003585063,4
reporting,-6.613405e-05,0.0016816488,3
ipads,-0.0026220472,-0.00028735274,4
session,0.00032270487,-0.0037432848,10
hear,-0.002943446,0.008058141,4
awesome,0.005052126,-0.0058175856,4
support,0.011192545,-0.0053570317,6
almost,0.0036004703,0.0051521095,3
khoi,-0.0015877105,0.0018730292,3
vinh,0.006586758,0.002067989,3
media,0.0007460442,0.005094493,3
sold,0.0048572836,-0.0038190212,3
figure,-0.00029850547,6.041025e-05,3
glad,-0.007655934,0.0025939522,4
technical,0.00036590223,-0.00014669863,5
solution,0.0044645118,-0.0034128278,6
community,0.0012637202,-0.005252276,3
human,-0.00073564076,-0.0034748495,3
heat,-0.003768975,-0.00092578656,4
million,-0.001817406,0.005054891,4
sun,0.0017119803,-0.00032082287,4
watched,0.0015627217,0.005103765,3
pnid,-0.0004761675,0.00035366035,4
room,-0.0012130415,-0.0004636492,13
nobody,-0.0038885775,-0.0022872668,3
raise,0.0028938465,-0.003692423,3
packed,0.0027564322,-0.00063352025,3
socialviewing,0.0030049363,-0.0013701915,4
view,4.4718876e-05,0.0007562964,3
person,-0.0011570845,0.0015049177,3
reason,0.0030736458,-0.001809479,4
facebook,0.0022362396,0.0004360012,5
kara,0.0014532908,0.0034028138,7
swisher,-0.0020741806,0.00223762,8
cashmore,0.00025264884,0.0022257995,4
tomorrow,0.001415599,-0.007605665,3
real,0.00044801165,-0.00040487072,4
happen,-0.0033677807,0.007957359,3
ridiculous,-0.005875293,0.0030673165,5
someone,0.0001600825,0.001389076,7
cannot,0.004013227,-0.0023313034,3
concert,-0.0018612039,-0.004320885,3
silly,0.007836046,-0.00044552062,4
issue,0.0030109999,-0.00024095365,5
hack,-0.0036383232,0.0054049334,3
interesting,-0.0012186216,-0.0017714968,4
crashing,0.0058298055,-0.00012978999,3
right,-0.0006558988,0.0011239927,7
horrible,0.00170546,0.0012712587,3
step,-0.0035736994,0.008543113,3
josh,0.002548632,-0.001931428,3
clark,-0.00041676452,-0.006009327,3
dear,0.0025281468,-0.00328992,4
forward,0.001240297,-0.00043573935,6
rate,0.0028994752,-0.00305623,3
experience,0.009233637,-0.005870015,3
half,0.002483633,-0.0050039766,4
overload,0.0069077546,0.008575277,3
discovery,0.0013659785,0.00078693265,3
error,0.002137176,0.0038114912,3
finally,-0.002765859,-0.0021738783,3
fair,-0.0072622476,-0.0011377803,3
innovation,-0.00043096676,0.0019730285,4
peter,0.0011532165,-0.0009634039,3
minor,-0.0031302837,0.0006367633,3
improvement,-0.0029787093,0.00034917318,3
worth,-0.0043799574,-0.0073992205,5
unless,-0.0028876304,-0.0013759978,3
burn,0.0011837791,0.0028630467,4
please,-9.149498e-05,-0.003421045,4
autocorrects,-0.0032847195,0.00041399017,3
continued,0.001366782,-0.001954705,3
existence,0.004485254,0.0038419303,4
image,0.0035247188,0.00089081883,4
struggle,-0.003643344,0.0005668741,3
hotpot,0.0018982879,0.0014367206,3
hipster,0.0011235537,0.0017336435,3
something,-0.0009619124,0.0036352188,4
source,0.0022658415,-0.0030504924,3
code,0.002069812,-0.002939143,4
looking,-0.0015055208,-0.00034413944,3
