x_values,y_values,word,Cluster,Silhouette
0.0064237076,-0.0063936724,bettersearch,C4,0.6137417262806026
0.0027198927,-0.002225066,shot,C4,0.5468642166062166
0.0067680194,-0.0032609252,success,C4,0.6170314599384648
-0.0009721984,0.0033071788,structured,C2,0.6547197393116746
0.0013166015,0.0023353384,search,C8,0.5584261335710806
-0.00208856,-0.0024773031,potentially,C5,0.6259483732033698
0.002226331,0.004323365,higher,C1,0.6608647769955172
-0.0037764036,-0.00252462,margin,C5,0.5502833551241437
-0.0030730027,0.0027124106,model,C2,0.6433899535752199
0.0047328463,0.0035098034,guess,C10,0.5342873884099769
0.006877235,-0.0027578552,pretty,C4,0.5943869967141486
-0.0035953566,0.0012443777,desperate,C2,0.550625417781051
0.005961571,0.00029414115,give,C10,0.6472631323194886
0.0019805317,-0.00047366132,attention,C8,0.6715850143804393
0.0033961134,0.00048759353,shipment,C8,0.565085630638226
-0.0013867057,-0.0053366483,daily,C9,0.6116261116707837
0.0057999725,-0.00088875834,follow,C10,0.5500708354502872
0.0054646935,0.0031805567,appleatxdt,C10,0.6043391606672877
0.0069668493,-0.0083190445,update,C4,0.5781899599849275
-0.0030873294,0.0056097177,seems,C7,0.6307158712732206
0.0067998297,0.00027237867,find,C10,0.6391515348203038
0.004092448,0.0029106422,secret,C10,0.5353641440483181
-0.0029421267,0.009497557,batphone,C7,0.6359513387913465
-0.003246936,0.002668591,barry,C2,0.6302836125976831
-0.004172216,-0.0014298919,diller,C5,0.5986324237375457
0.006637431,0.0008113108,think,C10,0.658649806333417
-0.0018848955,-0.0012540855,content,C5,0.6752261006184772
-0.0015012792,0.0013004417,nut,C2,0.6242429610840442
0.005262736,0.0021159058,docomo,C10,0.6508779942017162
-0.00066599884,0.0005699049,introduced,C2,0.5255709726303519
-0.0015782797,-0.0019034419,came,C5,0.6507543543492544
0.006292933,0.0027945149,jpmobilesummit,C10,0.6397112305524109
-0.003848877,-0.0013798272,jeez,C5,0.6260420642604556
-0.0007391776,0.008341525,guy,C7,0.5855685363650873
0.0023098763,0.0054445346,dunno,C1,0.6672434081918723
-0.0023223106,0.0011413553,gold,C2,0.5877683489934601
-0.0028480375,0.0013677527,realize,C2,0.5952208321744149
0.003077234,-0.0030483287,job,C4,0.6243570153481675
-0.006553702,-0.00017759342,aesthetic,C6,0.6458847428241582
-0.0052314727,-0.001603985,better,C6,0.5102494485155192
0.0021177412,0.002701223,stream,C1,0.5247509977725925
-0.002282782,0.00044906116,inane,C5,0.5436417708083972
-0.00037684568,-0.0032990305,surely,C9,0.6065595687542904
-0.003867385,-0.0031976625,southby,C3,0.545603353699197
0.0006698174,0.0031817548,getting,C1,0.49021072936265137
-0.008429914,0.00045343916,full,C6,0.6511622433315184
0.003655642,0.003934602,underway,C1,0.6020968738312757
-0.0022091025,0.0027453934,tell,C2,0.6727600383972069
0.0028530466,0.00014008995,intermittent,C8,0.6333113697949542
-0.006585639,0.0058347234,brick,C7,0.5765421516013566
-0.0032549414,0.0004647746,length,C5,0.5528477578449695
-0.0005424479,0.00052403664,penalty,C2,0.5156821610472425
-0.0002569941,0.0054568583,based,C1,0.5204147192125433
-0.0042656865,-0.00021103391,severity,C6,0.47377579297253153
-0.0006289934,3.2189488e-05,breach,C5,0.5465070717354883
0.0016206586,-0.0010157154,webmaster,C8,0.6521196526768314
3.1780088e-05,0.004871994,guideline,C1,0.5542762576284644
0.004996553,-0.00339938,white,C4,0.6662504335433953
0.004195422,0.00029840387,text,C10,0.553666715593999
-0.00056061894,0.0055499375,qagb,C7,0.5244496390478477
-0.0012685102,-0.00089758437,major,C5,0.654007383191235
-0.0027933032,0.0012198595,network,C2,0.5807114974764818
-0.0060027665,-0.0037901087,called,C3,0.6353998818532364
0.0016245388,-0.0031797108,possibly,C9,0.5534017165674125
-0.0009782788,0.0016109183,today,C2,0.6483635704497654
0.00017240504,0.0013697826,never,C8,0.5055408262936247
-0.001670783,0.0033502132,beat,C2,0.6528971397497547
0.0007893222,-0.002084748,myspace,C8,0.5189261950277709
0.005040366,-0.0015030635,bout,C4,0.5609924244430656
0.0031943717,0.004143048,donating,C1,0.6381417759672753
-0.0012514436,-0.0010705519,spending,C5,0.6551005588934845
-0.003048391,0.0003410453,really,C5,0.5697928979962548
0.0036462285,0.0030916315,feeling,C1,0.5348061557584959
0.00054893765,0.0013970911,worst,C8,0.5626603607966297
-0.0010813127,-0.0030196654,place,C9,0.5158273687682077
-0.0063778358,-0.0037313001,everyone,C3,0.6290061389516742
-0.0064483783,0.005480174,techiesunite,C7,0.5654011444890108
-0.0030736814,-0.0010636979,thought,C5,0.6651776623225385
-0.002027338,0.0015370938,would,C2,0.6371007298621001
-0.0051305825,-0.0037125766,touched,C3,0.6277390895212986
0.002543134,-0.002884636,hmmzies,C4,0.5828473296277016
-0.005617248,0.004708777,interested,C7,0.5548028959249591
0.0020625058,0.001178053,location,C8,0.6593933655873332
0.00043201586,0.0039622323,tech,C1,0.5356739653152113
-0.0044412035,0.0046295365,indoor,C7,0.5846198229235418
-0.0013495313,-0.0026524542,venue,C5,0.5666695586216577
0.00028812332,0.0013697611,business,C8,0.5261528100713981
-0.0018961291,-0.005227356,convention,C9,0.5637581364227787
0.0037802516,0.0015456883,center,C10,0.5448507523989888
-0.0022675102,-0.0007504591,improve,C5,0.6643451962937506
-0.0024790596,0.0011428572,first,C2,0.5826389442833129
-0.0095234765,-0.0036468366,exist,C3,0.5350229578181342
0.0029142736,-0.0012810263,feel,C8,0.5635454710964267
-0.0019599034,-0.0030507639,like,C5,0.5578403792295002
0.004155592,-0.0022929737,pulling,C4,0.6303402738593724
0.0038567109,-9.729824e-06,antique,C10,0.4858991566250242
-0.008292941,-0.0009851427,everytime,C6,0.612493240393901
0.00073195953,0.0058105104,shoot,C1,0.6111440508536037
-0.0030766313,0.0034895618,display,C2,0.5945744732666018
0.0010178282,0.0008760067,result,C8,0.6410788366359719
0.0033974857,-0.0030272815,question,C4,0.6413312426971846
0.0009820927,-0.0005898072,later,C8,0.6417664978016999
-0.0048714895,-0.0015807472,osmpw,C5,0.5274935261922351
-0.0022091882,0.0006610582,mocking,C2,0.5021549038194089
-0.0016846709,0.0010145067,long,C2,0.5862144649268425
-0.0026330478,-0.0025442692,time,C5,0.6231397061477927
-0.0006466903,0.0032013613,disliking,C2,0.6444956918297421
-0.00089850964,-0.0055202893,twitter,C9,0.6387742171179471
-0.00044628154,0.00024947614,auto,C8,0.502162061280748
-0.0053708167,0.000522935,shortening,C6,0.6303954303370904
-0.0036980233,0.005255204,overheating,C7,0.6188772890878405
-0.00997294,-0.001133927,british,C6,0.5865991879099308
0.0016705892,-0.00084548135,sounding,C8,0.6595125293234447
0.00433653,-0.0007312155,wilting,C10,0.5231119335007902
0.006047337,-0.0018327105,stress,C4,0.5595479120611163
-0.0029882665,-0.0032946628,pixieengine,C3,0.4855660094961061
-0.00461912,0.008230975,future,C7,0.6504926411511094
-0.0040865573,0.0005461495,cnn,C6,0.5089673334466133
0.005560389,0.0013032546,week,C10,0.6561523233807866
-0.0024913435,0.00254653,tough,C2,0.6652407640684463
-0.000508074,-0.0015307681,dwindling,C5,0.5973212182160149
-0.0006165957,-0.0034501927,help,C9,0.6062837152348269
0.0003085376,-0.0039017706,jeebus,C9,0.6583826370601196
-0.00050358335,-0.00367919,correcting,C9,0.6283065421772281
-0.00039983963,0.0030181105,curse,C2,0.6388343293329319
0.0016070292,-0.0011894981,word,C8,0.6445434726617771
0.0032773372,0.004451521,updated,C1,0.6423633976452401
-0.0010673704,0.00032100588,launched,C5,0.5327359447198333
0.00063804764,0.0008684365,soon,C8,0.6142792422099491
9.154547e-05,0.000883471,care,C8,0.5479236962308259
2.9820862e-05,0.00034519917,product,C8,0.5825989861119147
0.0039267577,-0.004354238,exists,C4,0.6334569265063554
0.0008379847,-0.0009248338,imac,C8,0.6170045676129187
0.003335611,-0.0033635912,macbook,C4,0.634176241703064
0.0042504463,-0.000766674,staring,C10,0.5110802621380478
-0.0034766735,-0.002874687,enough,C3,0.46755933061847776
0.0015521997,0.0020006818,read,C8,0.600654349944209
0.0032616104,0.0015796353,book,C8,0.5358189254051359
0.0022013637,0.001358657,remember,C8,0.6476603010285757
0.0041846335,-0.0037596698,wth,C4,0.6556002226062536
0.002416191,-0.002541051,compiling,C4,0.5555511006935999
-0.0034074564,-0.0028742987,list,C3,0.46152026569206567
-0.00071325677,0.0029347963,taking,C2,0.658786476921045
-0.0026352236,0.002887235,longer,C2,0.6568492373179134
0.005394641,0.006737809,party,C1,0.5835816498049157
-0.0067104255,-0.0028416086,good,C3,0.5624543612472023
0.0021039117,0.0021689245,musician,C8,0.5677396621099282
0.0019229327,0.0029718291,kicked,C1,0.5627920747993594
0.004433336,0.0020709774,bucket,C10,0.617046230641715
0.0003848563,-0.004421706,heck,C9,0.6704346803246846
0.0028747169,-0.0077030333,within,C9,0.533094271984001
-0.0010028833,0.0021754939,walking,C2,0.6662475114469861
-0.00449119,0.001241374,distance,C6,0.5795935938035001
0.0043442147,-0.0028478329,unequipped,C4,0.6549739694671917
-0.002274308,-0.006118112,compared,C3,0.48958266855372606
-0.006597884,-0.00092824077,else,C6,0.6244547285480253
-0.0018453071,0.00242459,dang,C2,0.6749590844676207
-0.00051461597,-3.106197e-05,another,C5,0.5307931444306672
-0.0041017444,-0.003968954,launching,C3,0.6173677635026142
0.00058550993,0.0024343051,anything,C2,0.5358011073471666
-0.0008360211,0.0030027295,partying,C2,0.6627127274974904
0.001061483,0.0020169453,nothing,C8,0.5648413977611216
0.0030635516,-0.0035386821,teeming,C4,0.613555725912959
0.0039531034,-0.0016162507,addict,C4,0.5712678842776578
0.000722283,0.002834358,twittering,C2,0.5337647341056403
-0.006326643,0.00050705596,engage,C6,0.6561914907334577
0.0057671703,0.0015080753,anoth,C10,0.6598924088394937
0.0045183147,-0.008243558,cont,C4,0.5337376543654387
-0.0013803551,-0.002113275,trend,C5,0.6272895763360217
0.005730087,-0.0043279068,audience,C4,0.6555701400433415
-0.0044073784,0.0027724672,sharing,C6,0.5034809962780196
-0.00033677253,0.0024797495,opinion,C2,0.6350567351050751
-0.009204415,0.0060136197,holding,C6,0.5047081684809652
-0.00065308344,1.4431261e-05,listen,C5,0.5518037003994918
0.006780716,6.169182e-05,annoying,C10,0.6299338806154047
0.0041009504,-0.0043007797,tomlinson,C4,0.6405331524220781
0.0021097423,0.008084808,observer,C1,0.5949340081162314
-0.0061213397,-0.0039862557,subscription,C3,0.6399894886198478
0.0011287848,0.0055299303,data,C1,0.6412633051230141
0.0031361612,-0.007864889,biggest,C9,0.5200722433290286
-0.0014238703,-0.0053640665,impediment,C9,0.6081754074031902
0.0044447593,-0.0017424475,newsapps,C4,0.6031694752501148
-0.0003668302,0.0017839341,open,C2,0.6109338721837285
-0.0003266398,-0.0033557215,shop,C9,0.613786157139057
-0.0025211202,0.0009992517,spend,C2,0.5595749837774314
-0.0023562082,0.00022552517,waiting,C5,0.5833416864061282
-0.0017094257,0.0012499643,packing,C2,0.6165395172220204
0.0023097964,0.006381213,point,C1,0.6531264146358426
0.00095706654,0.004206273,showing,C1,0.6061172420011334
0.0009062855,-0.005601718,fragmentation,C9,0.6488097337729841
0.0011177611,0.0021393723,left,C8,0.5597463697295288
0.0017298922,-0.0037818998,pocket,C9,0.5660247085191246
0.0055644168,0.004402971,guide,C10,0.5177063710256958
0.0095749125,0.0007543731,hotel,C10,0.6101453748827929
0.005734192,0.00375983,cope,C10,0.5756880718119771
0.0024066477,0.003966137,usability,C1,0.6494482016659993
-0.0032874602,-0.00084231317,problem,C5,0.6548471675347183
-0.0009983255,-0.0010187943,living,C5,0.6368552140365441
-0.002468416,-0.0011371054,story,C5,0.6739423037443673
0.003141353,0.00022105989,creating,C8,0.6052455349130693
0.0003425478,0.00296803,change,C2,0.5730503278851342
-0.00049552147,-0.0033041195,interface,C9,0.6004264626496459
0.0022586265,0.0023447545,hacknews,C8,0.5351703466100001
-0.0005713332,0.0007350396,brilliant,C2,0.5432606898012825
-0.003443788,0.0048436928,marketer,C7,0.5870957505712594
-0.0029211405,-0.0038927444,medium,C3,0.5556943602562419
0.00042460076,-0.00063756417,professional,C8,0.5905130802928837
-0.000504203,-0.004570684,save,C9,0.6603846914631917
-0.001737614,0.004980963,usguys,C7,0.549660196769904
0.0029749495,0.0038816547,average,C1,0.6392262521018252
-0.0008437071,-0.0003550752,buzz,C5,0.6009913583398034
-0.0006130418,-0.0014545801,rule,C5,0.6074374948648318
0.0016432012,0.00016416468,ooing,C8,0.6784164056993165
-0.0018237091,-0.0030230002,ahing,C5,0.5520725881818866
0.001326273,-0.00091236434,deal,C8,0.6461747783212834
-0.00025290853,0.0004507937,everybody,C8,0.5365762785331032
-0.005030756,-0.0056011896,connect,C3,0.653525592283536
3.9955617e-06,-0.008406374,internet,C9,0.5990680279111587
0.0003856685,-0.0026880414,though,C9,0.5802637895909205
-0.0010521626,-0.004121643,wifi,C9,0.62659728447449
0.003035639,0.0038392923,work,C1,0.6348002486893888
0.00062381267,0.00039586556,great,C8,0.6354202117755042
-0.006739428,-0.0056854924,computer,C3,0.6493948444213477
-0.0066752248,-0.0015177357,suggestion,C6,0.5824144206908525
0.0019218987,0.0021430315,site,C8,0.5756641445549344
-0.0033654172,0.00089509867,delicious,C2,0.5117670905476271
-0.0011610043,-0.002748747,often,C5,0.5357256289147517
0.0010894386,0.0013086505,selling,C8,0.6220936877644925
0.00045223275,-0.00029077832,release,C8,0.6107386222782544
-0.008820397,-0.0029418508,lord,C3,0.5103272831774213
-0.005978074,-0.00032539663,vortex,C6,0.6283679741709003
0.002830805,0.00463172,smugness,C1,0.6609104359637851
-0.0023065717,-0.0042095864,unbearable,C3,0.4841552139906594
-0.0008400697,0.001614104,dangerous,C2,0.6405603696308455
-0.00827546,-0.0055736937,went,C3,0.6191471020705879
-0.001361327,-0.00062683545,whole,C5,0.6481591407530837
0.002273005,-0.0024725627,laptop,C4,0.5356317079593852
0.002886342,0.0035697827,cloudapp,C1,0.6279439324124892
0.0052348683,-2.1690143e-05,typing,C10,0.6221275653053915
-0.0022907786,0.004750172,skype,C7,0.5421497032978624
-0.0048499582,-0.007670012,finger,C3,0.6141812419276025
-2.745094e-05,-0.0031786873,carry,C9,0.6117270090396194
-0.002617493,-0.001676301,around,C5,0.6744058896598524
-0.0019673703,0.0032854492,lame,C2,0.6517912839502538
-0.0010419704,0.0048092874,smell,C7,0.4935843012790462
0.0002687852,-0.005596798,hereforwork,C9,0.6666827399400921
-0.0012200822,-0.0014390289,nottheipad,C5,0.6548475908779555
0.00029663224,0.002929697,thank,C2,0.5814332386035747
-0.005705619,-0.0035328367,letting,C3,0.6261896118275652
-0.0015901707,-0.0039164536,test,C9,0.58096871197736
4.860321e-05,0.0034790633,drive,C2,0.5654036196802469
0.0054150154,-0.0059020673,let,C4,0.6180579918047047
-0.0066238074,-0.00054330827,phone,C6,0.6373130438890829
0.0031920609,0.00019366811,fail,C8,0.6002776339710967
0.0047983797,-0.0038391768,okay,C4,0.6621849081682181
-0.0027277695,-0.0030466549,debuting,C5,0.5648943235531497
-0.0018298444,0.0026879378,futuremf,C2,0.6774256237258982
0.0017061803,-0.0050123814,trajan,C9,0.6021311170743814
-0.0036152948,0.0034482302,destroyed,C2,0.5705363895142737
-0.00045076467,-0.0012370001,title,C5,0.5842069360353405
0.0054038605,-0.00069443666,website,C10,0.5655921220753352
0.0010600918,0.0021891561,graph,C8,0.5491956094608327
-0.0025371106,0.0018926217,protocol,C2,0.6451060268219455
-0.000259381,0.002461403,added,C2,0.6288038135430161
-0.00029920234,0.0035278639,clean,C2,0.5984290966872576
0.0062218653,0.0029233564,instead,C10,0.6340363828166713
0.00013198797,-0.0025294845,weve,C9,0.5485462410942172
0.0003446283,0.00054936175,talked,C8,0.6050891232241006
0.0017994572,0.0003150455,heyo,C8,0.6786864397436164
0.0029270097,0.0018297245,ridic,C8,0.5687395918960907
-0.0018417598,0.0012972862,software,C2,0.6193380916062433
-0.0032693811,0.002308118,download,C2,0.6255332145853671
-0.0031234955,-0.007237848,luck,C3,0.5603315767571783
-0.0023353915,0.00017916644,wonder,C5,0.589878859485876
0.0039881645,0.00021138937,mexico,C10,0.5191755686473084
-0.0031729701,-0.0014369114,could,C5,0.6660409895647479
-0.0020968507,-0.00041624994,sorta,C5,0.6472684642759234
0.0043678666,-0.003471713,much,C4,0.6632441556190739
0.0023343058,0.0028119367,dense,C1,0.5474705891651233
-0.001973081,0.0076275733,vuelta,C7,0.644080253928679
0.0023797879,-0.0024334036,socialfuel,C4,0.540828095164497
-0.0024156726,-0.0054243985,para,C3,0.5048880469297418
0.0031500228,0.0008637683,gran,C8,0.5849721199428197
-0.00056917284,-0.0051439255,diferencia,C9,0.6600421455444228
0.0036682747,-0.0023784372,revolution,C4,0.6200361842532728
-0.008817668,0.006968866,clumsily,C7,0.53553585260065
-0.0016559842,3.2789532e-05,translated,C5,0.5985738941951221
0.0026880938,-0.0048049674,edchat,C4,0.5205305262142292
0.004096117,-0.00449629,musedchat,C4,0.6343904177539074
0.0004069256,0.0014828468,classical,C8,0.5327444182868013
0.0023127778,0.0001443625,newtwitter,C8,0.6657248834480157
0.0056621493,0.0019185651,cocky,C10,0.6586719162131147
