word,x_values,y_values,count
spend,0.2117403,-0.036179543,11
teaching,0.08716845,-0.00826417,5
setting,0.7301833,-0.12807292,33
overheard,-0.16136189,0.00962392,6
computer,0.6043755,-0.031186247,22
hate,0.41786823,-0.017736452,12
author,0.17263515,-0.014893298,7
host,0.059846945,-0.015911637,7
hilton,0.96190214,-0.098607756,33
room,2.3974621,-0.15938699,58
technology,2.0021644,-0.23589969,92
square,0.30129778,-0.028066074,14
foot,0.20321007,-0.0231818,10
test,0.8529102,-0.06155351,30
potential,0.24503513,-0.03538324,11
product,4.209471,0.18236619,167
shop,2.868072,-0.43275008,145
core,0.88002706,-0.34697518,48
action,1.573232,-0.26839253,67
driven,0.11808746,-0.027166625,8
better,2.0077055,-0.05367,70
rather,0.04961052,-0.05379542,9
agileagency,-0.093318485,-0.018298233,10
second,0.077854395,-0.025215648,10
even,2.5863945,-0.040980425,108
final,0.18114813,-0.0029906188,10
doodle,1.2970688,0.028822074,35
googledoodle,0.25763202,0.007563151,12
crowd,1.4797872,0.010475557,46
crazy,0.5411886,-0.07900758,30
stranger,0.3160464,0.009894205,7
restaurant,0.16867535,-0.020145359,7
deal,1.0880164,-0.04999945,30
woman,0.5178024,-0.009107315,20
macbook,1.15752,-0.062357638,30
everywhere,0.7444406,-0.0062937955,33
attendee,1.4613687,-0.1241345,47
code,3.055798,-0.12394797,85
reader,0.7276145,-0.08531122,16
image,0.67278504,-0.034639586,15
badge,0.5413059,-0.021509403,24
march,1.1278399,-0.038363695,35
registration,-0.0075907935,-0.014810501,7
spotted,0.15255262,-0.026520325,11
pocket,0.062205907,-0.002048847,8
yelp,0.59005123,0.004920651,16
lego,0.5562474,0.0013270798,15
might,1.3352056,0.102412805,55
standing,0.62586343,-0.09182874,25
process,0.09665276,-0.018153071,5
leaf,0.18533413,-0.009917588,7
early,0.8998635,-0.056163576,24
creative,0.19911896,0.006110675,9
gamestorming,-0.08168908,-0.010501008,5
govt,0.21728079,-0.034010064,7
turned,0.17577356,-0.0021105139,7
result,0.78177965,-0.059096437,28
learned,0.20713459,-0.0035565912,11
mode,-0.012444256,-0.004864408,5
wave,0.015761966,0.11109937,10
interrupt,0.5518821,0.03151175,26
regularly,0.6679654,0.08117139,26
scheduled,1.0160624,0.061768174,29
geek,2.9591491,0.021125877,83
programming,0.6326728,0.1348865,26
watch,0.9459175,-0.021744728,39
yeah,0.18816318,-0.007125456,15
celebrate,0.23864755,-0.008709619,12
html,1.4052762,-0.10567033,34
microsoft,1.3601376,-0.05450327,35
woke,0.060951125,0.0062725246,6
finished,-0.018643579,0.0023868524,7
enough,0.630097,-0.06826513,20
sleep,0.13493498,-0.006966472,8
nexus,0.25334424,-0.03792747,12
seems,1.1762917,-0.07814256,35
gave,1.4713634,-0.2022707,49
money,1.2575277,-0.165536,49
relief,1.3253989,-0.1307891,59
networking,0.07096393,0.18922444,14
improve,0.2925867,-0.013744179,16
meetup,1.1572754,-0.0882899,35
beyond,0.6098421,0.0023447932,21
sharing,0.808683,0.047240242,24
positive,-0.024365216,-0.00059649814,6
mistake,0.44786066,-0.04525758,22
bringing,0.57215667,-0.029741732,18
bing,3.3899865,-0.2067749,115
shot,0.8198154,-0.056490615,24
success,0.67555416,0.0018115656,19
higher,0.12639137,-0.023295728,6
qagb,1.1840582,-0.09730858,50
dashboard,0.2796357,-0.015528638,12
hoot,0.05163163,-0.02561683,13
buying,0.6654296,-0.047099676,23
present,0.622728,-0.075102046,19
app,0.47745177,-0.03230299,20
ogilvy,0.3158875,-0.010046803,9
cyber,0.06028859,-0.0006177595,8
saturday,0.21920812,-0.0074643805,11
giant,0.4546418,-0.03809804,16
lose,0.33198017,-0.014338188,13
cooler,0.085346006,-0.012478111,9
living,0.899067,0.17003769,28
exciting,0.019964837,0.0019577062,7
meeting,0.55733925,-0.041914944,22
hello,0.44655585,-0.07453822,19
dont,0.40481782,0.0019453194,14
miss,0.40808713,-0.005370191,23
charles,0.3034999,-0.021061013,10
chen,0.4045291,-0.04029521,10
chromeos,0.3619953,-0.029645897,8
booth,2.961476,-0.17462412,103
exhibit,0.55354637,-0.04457132,20
hall,0.59926665,-0.054163016,23
speaking,0.20801112,-0.04691652,10
session,3.4356418,-0.17017363,125
daily,1.5888021,-0.11996713,39
tuesday,0.016393704,-0.011296168,6
hacker,0.42622623,-0.027923055,17
discover,0.15429059,0.0038223083,8
shape,0.023114683,-0.008899641,5
plenty,0.87644196,0.16039775,42
across,0.43101054,-0.026814587,19
evolvingworkplace,-0.034858882,-0.006565238,5
hear,0.84525377,-0.030000739,39
min,0.39750275,-0.02161478,13
designing,2.382999,-0.2048498,85
interface,1.8484728,-0.12881844,59
schema,0.6648129,-0.06643528,28
guess,0.60581404,-0.060784683,24
leaving,0.37539235,-0.02085235,15
flying,0.0040082694,0.015482501,7
solo,0.17612562,0.016105924,10
among,0.3859751,-0.036742102,16
instead,1.4096159,-0.073272474,39
realize,0.055330005,-0.027149571,9
crew,0.16522229,-0.047578476,14
article,0.5709355,0.03056822,18
snap,0.21187472,-0.012209299,9
send,0.5504251,-0.02034204,21
appleatxdt,-0.03802145,-0.016606668,7
hold,0.6037937,-0.013199249,15
death,0.21432747,-0.010037867,9
secret,0.27667227,0.2631627,18
decide,-0.12662634,0.022302307,5
attend,0.6305074,0.10593136,23
meyer,0.24002196,-0.0023718863,10
later,0.2766287,0.24519327,21
given,-0.07108996,0.039128546,6
excellent,0.14380312,0.0050478047,11
lucky,0.05874885,0.049397863,13
definitely,0.23087424,0.005133705,10
topic,0.24790612,-0.026886657,8
lesson,0.013792941,-0.0044285986,5
building,1.4864845,-0.10453883,51
netflix,0.64624965,-0.036830448,22
large,0.22688316,-0.014774742,6
league,0.7685459,0.003421088,22
extraordinary,0.83042693,-0.022427855,22
trump,0.42412248,0.01171482,7
quality,0.20265555,0.008505785,6
tapworthy,1.6249784,-0.07188358,54
akqa,-0.027609354,-0.011821348,5
lynn,0.0887645,-0.014624432,7
hiring,0.1776233,-0.02327917,11
taking,1.9781216,-0.0366412,51
portable,0.066893555,-0.031356353,8
diff,0.04591329,-0.016478708,5
lot,1.0019138,-0.017270627,34
call,1.895671,-0.04997085,42
vids,-0.038273633,-0.027644368,5
cnn,0.047686864,-0.046700846,12
offer,0.7676527,-0.0072893086,32
forget,0.8303304,-0.066049024,31
privacybootcamp,0.033981968,-0.0175062,9
startup,1.2616761,0.024873229,33
button,0.610416,-0.029639488,17
amount,0.0072466577,-0.009962403,6
sampler,0.7349123,-0.091286235,53
killer,0.7341089,0.11968454,28
bigger,0.52461916,0.0013579495,19
sorry,0.22890155,-0.020903423,11
guy,1.3128657,0.011544368,45
gold,0.13424177,-0.029787626,10
job,0.5728283,-0.01496046,14
hashable,0.24488741,-0.05029612,13
anywhere,0.7815258,-0.068936974,19
groundlink,0.39744556,-0.058429167,16
dwnld,0.2685913,-0.05244832,11
begin,0.96545094,-0.09351685,58
past,0.5606933,0.007433018,18
techcrunch,0.121258356,-0.028620446,13
gonna,0.74659085,-0.01540549,28
semantic,-0.055613082,-0.0017781258,6
swag,0.07817226,-0.026064446,9
charging,0.6925582,-0.073326096,20
everyone,2.4735727,-0.13566849,89
making,1.7001568,-0.14939542,50
luck,-0.07353286,0.0101592885,8
timing,-0.053589538,0.030584756,7
brand,1.6778711,-0.053999897,35
winner,0.15580523,-0.0019567239,9
capture,0.18757299,-0.0044111502,7
retrollect,0.00086832914,-0.025440713,7
disc,0.5309013,0.008198124,14
popular,0.5402697,-0.028251866,12
see,-0.07533011,-0.0036411404,6
fantastic,-0.015150739,-0.0014178586,6
accessory,0.105085045,-0.009109937,6
fell,0.041186888,0.0021541282,7
speakeasy,0.19065244,-0.023220923,13
figure,0.29852477,-0.033666104,10
discussion,0.41143808,-0.013203794,10
coverage,0.41262907,-0.028437737,13
star,0.34981287,-0.013733094,10
stream,0.6324368,-0.056690972,27
surely,-0.05054872,0.029076418,5
spot,0.76720774,-0.056022484,24
streetview,0.14685804,-0.01096395,7
hotpot,1.931853,-0.096060544,62
pepsi,-0.057961654,-0.025822321,7
rest,0.12216238,0.0063116737,8
follower,0.4193829,-0.023560885,12
socialmedia,0.56757087,0.33839253,33
list,0.94556206,-0.01710673,26
suggestion,0.1377003,-0.020178793,13
friday,0.9739334,-0.09548046,35
bound,0.03753886,0.0030742767,8
fanboys,-0.10982689,0.014593634,5
saving,1.3503988,-0.05501058,47
field,0.08321518,-0.00072453823,5
kid,0.14031751,0.0021883538,8
explorer,0.33971885,-0.03442152,15
public,0.3967137,-0.008653915,14
note,1.2912513,-0.09953981,33
front,1.4222214,-0.15445244,47
since,0.8538174,-0.065926336,29
apparently,0.73009104,-0.047845244,25
identity,0.08369317,-0.01119772,5
becoming,0.37300017,-0.058780745,12
anti,0.10129482,0.008309473,6
artist,1.3529118,-0.13753296,46
webdoc,-0.18424846,-0.028785232,9
showcasing,0.015561696,-0.012421521,5
torrent,0.21911706,-0.03061865,11
borrow,-0.014486499,-0.024827672,7
principle,-0.014724389,-0.011431019,5
contextual,1.1738435,-0.08935055,30
valuable,0.41616428,-0.036186807,13
touch,0.7653292,-0.055041447,18
employee,0.6771017,-0.06834229,20
compete,0.044037174,-0.009819167,6
status,-0.010329825,0.037770677,7
prize,0.51776,-0.044415664,19
gearing,0.071938336,0.042337365,13
splash,0.05775332,0.09827809,9
boom,-0.019104354,-0.0012080428,8
zazzle,-0.04019171,-0.025870549,8
create,0.65070134,-0.03660716,19
maggie,0.59311587,-0.06461311,25
word,0.43648085,0.01974203,19
full,1.2144315,-0.101061165,40
tell,1.4143376,-0.091221996,45
kindle,0.5365668,-0.026174188,13
happening,0.17110124,-0.0065768072,9
zaarly,0.14528167,-0.017906735,7
source,0.5297964,-0.04386651,21
window,0.85933805,-0.07671568,28
score,0.20718044,-0.030595226,12
goer,-0.086564705,-0.010834281,5
survival,0.24039192,-0.020838182,11
ipod,0.9757604,-0.010829544,25
webmaster,0.011763603,-0.019447345,6
ticket,0.21433729,-0.050340466,8
device,1.9396881,-0.124503046,58
domain,0.21154375,-0.013444458,8
feature,1.2249737,-0.10452375,41
let,0.29174426,0.01200754,11
text,0.78611255,-0.04212274,22
updated,0.54783726,0.14261442,30
happen,0.1107344,0.041718487,11
never,1.3197896,-0.077304274,35
beat,-0.038727418,0.0022636293,8
gaga,-0.05137083,0.0113979895,8
goog,-0.0511992,0.0133842705,6
super,0.81124103,0.026851904,21
nfusion,-0.08372472,0.084457494,7
privacy,0.7438971,0.07443484,24
consumer,0.5461115,-0.041875124,16
basically,0.09695109,-0.0086021675,8
intuit,0.0058412123,-0.013249111,5
context,-0.03895616,0.021824911,7
without,1.275663,-0.100879885,41
cutts,0.14166674,-0.020329317,6
reputation,0.024118101,-0.004134002,5
topicality,0.14660484,0.0048090173,6
key,0.02739338,0.0059735435,5
ranking,1.8979625,-0.0965126,57
saying,0.46220627,-0.024732146,16
ironic,0.010039744,-0.0063958922,7
direction,0.6222931,-0.053166155,15
walked,0.27363244,-0.06234385,15
wrong,0.10733836,0.0046267915,9
googletv,-0.023251895,-0.014227168,6
connected,0.27409664,-0.038936563,14
connectedtv,-0.11744872,0.008782373,5
foodspotting,0.075580135,-0.022792904,8
drunk,-0.025944464,-0.0015493828,7
latest,0.39439824,-0.039487354,20
page,1.4100932,-0.09398644,32
tattoo,0.5912905,-0.012949783,21
bring,1.3288435,-0.08893152,39
sxsw,-0.07842018,0.031812247,5
magazine,0.69968027,-0.04174704,26
half,0.37618846,-0.03587421,13
dude,1.3278239,-0.068658225,37
hang,0.08653201,-0.008816603,7
become,0.13925883,-0.0046253684,6
recommendation,0.6630457,0.034806002,24
nothing,0.759102,-0.0896223,28
officially,0.1733656,0.023078311,13
grill,0.08600261,-0.01528954,9
invite,0.5090428,0.016309626,13
agency,0.19563437,-0.022286547,10
gone,0.37414625,-0.037654694,12
otherwise,0.2311327,-0.013792851,9
dell,0.0840513,-0.013572606,6
soon,0.9960832,0.16423178,33
story,1.3800614,-0.025421107,37
sxswic,-0.12689804,-0.0107017355,5
logo,0.2853699,-0.02062585,12
little,0.5929862,-0.08425148,23
loved,0.033156306,-0.016282408,7
charge,1.1114134,-0.042289168,26
bout,-0.049665995,-0.01833976,6
donating,0.35438898,-0.03348316,12
spending,0.3694947,-0.03159809,13
revenue,0.09860798,-0.027436629,6
hint,0.14663999,0.0010104548,8
scavenger,-0.14401238,0.04277458,6
released,0.60842997,0.040775336,21
hmmm,0.060172714,0.13751073,12
holy,0.052914146,0.060329463,9
cell,-0.024573514,-4.2952885e-05,5
glad,0.38934696,-0.015488786,15
feeling,0.29635257,-0.012699873,12
worst,0.0449839,-0.023043968,6
backup,0.107515745,-0.015922466,6
knew,0.12120588,-0.012239478,9
totally,0.32678807,-0.029333616,16
light,0.60219985,-0.039855268,16
showing,1.106858,0.05780035,40
moment,0.39777276,-0.009760063,14
absolutely,-0.0043731667,-0.011902638,6
small,0.48097885,-0.024381228,16
startupbus,0.40939507,-0.00018866641,16
door,0.17723131,-0.0031165385,16
interview,0.851942,-0.00864236,28
disaster,0.462613,-0.036718708,13
staring,0.116164,-0.013627682,12
able,0.8611849,0.023449728,36
afford,0.24082834,0.113382146,16
consider,0.4214815,0.1221438,19
asks,0.0028540432,-0.0098956395,7
evening,0.101054266,-0.017536437,6
therapy,0.58903193,-0.032312404,16
etch,0.075429246,-0.022600826,7
sketch,0.13339208,-0.018963262,9
goodness,-0.0685844,-0.017081736,5
route,0.86330444,-0.12651446,41
movement,0.1378281,-0.0057249,5
included,0.025359174,-0.0005391815,5
influence,0.14778803,-0.0068110037,7
choice,0.9116935,-0.09937556,30
trend,0.14901456,0.033144087,11
interested,0.37022802,0.02407381,15
venue,0.25848952,-0.057023637,10
dropping,0.03545982,-0.00787815,6
rockin,0.18646754,-0.040838808,9
media,0.0125485575,0.02303275,8
exist,0.008260472,0.0036118503,8
feel,1.1462094,-0.043657374,40
messaging,0.07247461,0.015450442,6
hanging,0.05602458,-0.027862715,13
shoot,0.31595966,0.010150578,8
display,0.15112704,-0.021331903,7
performance,0.050693844,-0.013699679,6
fear,-0.013089946,-0.018983588,6
att,-0.0969523,0.056351926,5
community,0.4316454,-0.052667953,11
board,0.08778375,0.014544325,6
epic,0.022313878,-0.022058258,8
forgot,0.27733493,-0.04728162,11
fight,0.7114134,-0.027704619,20
couch,-0.0038711347,-0.006328741,6
owner,0.63966995,-0.05548932,19
auto,0.0592394,0.00550134,6
clearly,0.16928175,-0.00910508,9
crashing,-0.064601555,-0.014697422,5
rocking,0.14644222,-0.027628137,8
cloud,0.9030964,-0.0055201207,21
friendly,0.42428902,-0.030353857,14
closed,0.10460502,-0.013261919,10
answering,0.049961228,-0.030956179,5
podcast,0.66241777,-0.050282367,16
sxswnl,-0.023452388,-0.010379172,5
walking,0.8933034,-0.093870364,32
almost,0.69730973,-0.048362285,24
always,1.0132929,-0.07437557,25
strange,0.06470672,-0.0053129992,8
usguys,0.17815256,0.0104171485,12
jealous,0.35774586,-0.054616693,22
obsolete,-0.11846208,-0.0009565494,5
posterous,0.29361504,-0.02790407,13
pile,0.16447964,-0.014674958,8
friends,0.07083382,0.0039610993,6
explanation,0.31427166,-0.014903891,11
drinking,0.012530805,-4.8940998e-05,6
trustworthiness,0.2186774,-0.008316119,8
zappos,0.4100262,-0.009877497,10
likeability,0.14805575,-0.009582169,6
coffee,0.40319163,-0.06783419,17
venture,0.06401496,0.02759093,6
care,0.47785696,-0.019156883,14
curious,0.058203228,0.018482452,10
bcet,-0.15918066,0.1654534,6
linking,-0.06497457,0.07799286,5
peep,0.49330682,0.04777808,20
exists,-0.09835969,0.07198103,7
though,0.35915408,0.010172042,14
analytics,1.3571448,-0.045395523,32
googlecircles,0.0714557,0.096473634,11
dancing,0.070059635,0.016468335,13
goggles,0.10124736,-0.030463643,6
augmented,0.65381163,-0.053800337,16
reality,0.8467225,-0.05378666,19
browser,0.82505924,-0.04808816,19
lightbox,-0.01230657,-0.04563448,13
finalist,-0.04160732,-0.009190408,5
announced,0.42431423,0.045122962,16
cheese,0.24971476,-0.033617556,7
etsy,-0.018741325,0.010505416,5
till,-0.09097688,0.02383973,6
passing,-0.043944873,-0.014842999,5
performer,-0.05659703,-0.006599954,5
engaging,-0.08484367,0.00681391,5
heck,0.020235501,-0.016598523,6
happened,0.075374804,-0.004807445,7
lone,-0.00962757,-0.020437565,6
awaits,-0.04148048,-0.024210714,5
expected,0.3665945,-0.051770557,12
longest,-0.17679724,-0.026861018,8
signal,0.17388248,0.02988462,11
radio,-0.032026727,-0.017482273,5
listen,0.27470306,-0.021459624,11
drawing,0.33451647,-0.006991429,9
sketchup,-0.0721452,-0.006577571,5
helping,0.13337654,0.012049766,11
valid,1.5093809,-0.016409017,48
infektd,1.4341445,-0.04198131,48
necro,0.08199463,0.0020359969,13
concert,0.5607131,-0.023368647,14
hard,0.6927883,-0.06732288,22
massive,0.08988189,-0.027316628,6
announcement,0.2620161,0.007009493,11
detailed,-0.03678249,-0.013063931,5
panhandling,-0.12469463,-0.0018157779,5
whole,0.53340036,-0.05224605,16
raise,0.3093533,0.0018430282,9
marketer,0.17700839,0.0032109031,6
designer,0.09354919,0.015842577,8
aquent,0.073400624,-0.0070491564,9
reason,0.24638061,-0.005450054,15
upload,0.068747856,-0.012406125,5
cbatsxsw,-0.04415677,-0.019120287,9
alert,-0.003996948,-0.0060699335,8
finding,0.4209348,-0.029313734,14
purchased,0.0074997717,0.0053439992,8
agchat,0.1112603,-0.0013801737,10
bird,0.04944523,-0.030621225,5
interviewed,-0.0253817,-0.0061212983,5
shared,0.04317086,-0.0014669264,7
paul,0.060502335,-0.020624734,6
mashup,-0.069630906,-0.003530458,5
information,0.9282411,-0.10022885,25
well,2.1210625,-0.15672165,70
loving,0.28603628,-0.017965293,15
recharge,0.11380173,-0.017383024,9
move,0.5632386,-0.0986882,27
mover,0.032792114,-0.0068005435,5
shaker,0.030209884,-0.008972738,5
ebook,0.086606525,-0.024480574,5
handing,0.16689661,-0.035446707,10
serve,0.29920676,-0.009580149,10
within,-0.02217842,-0.0044215205,5
sent,-0.13707604,0.0076662223,5
dang,-0.0045985086,0.0041088965,6
flip,0.41646945,-0.013295509,8
player,0.6802278,-0.04289805,17
challenged,-0.040667236,-0.017453866,5
innovate,0.02097686,-0.03880909,5
newsapps,1.0165576,-0.050692037,31
hack,0.24079958,0.0063454206,10
corporate,0.16051976,-0.004387717,7
doc,0.5739202,-0.051170275,12
cvdc,-0.100930125,-0.007924192,7
partying,-0.09567148,-0.014734746,5
surprised,0.036218524,-0.032129243,8
table,0.48816478,-0.025190905,15
three,0.2925395,-0.032693475,13
extended,0.073166996,-0.007206037,5
charlie,0.04801822,-0.034810077,6
sheen,0.09671998,-0.033583287,7
goddess,-0.024579154,-0.021935118,6
grilled,0.009428415,0.02096822,5
usage,0.5832425,-0.24048102,38
third,-0.06365705,0.027221644,7
delivered,-0.0057909186,-0.020762239,5
highlight,0.2265301,-0.006817249,8
hacking,0.072285995,-0.014364538,5
vector,0.061357796,-0.037417028,7
brightness,0.05675514,-0.01697969,5
zombie,0.007324777,0.00034295995,6
zomb,0.0004926793,-0.004564266,11
tomlinson,0.05311172,-0.01622759,7
observer,0.107520275,-0.016837737,8
subscription,0.15355095,-0.0191164,6
mail,0.2647351,0.021617524,10
official,0.7446213,-0.045356,30
grille,-0.021389933,-0.032075737,6
zazzlsxsw,-0.0045727403,-0.016108343,5
slap,0.051801793,0.013704045,7
xoom,0.17911302,0.010140485,9
expensive,-0.11185759,-0.021978512,6
newspaper,0.17821313,-0.015556707,9
ouch,0.048506986,-0.013178573,5
tmsxsw,-0.11243424,-0.0073084473,5
canada,0.15340452,-0.012053897,7
rating,0.03060912,0.023967747,7
showed,0.13882071,-0.017516807,9
wanted,0.16134268,-0.011153138,9
cough,0.112128146,-0.028232016,5
tues,-0.07329723,-0.0024208776,5
openbeta,0.042172093,-0.0136902975,6
sxswbuffalo,-0.027981935,-0.0011474157,7
tempted,-0.16207518,0.011450812,5
participating,0.090666324,0.00039983707,5
launchrock,0.21393745,0.008706943,9
comp,0.038081996,0.0021476056,5
claim,0.020472286,0.039383974,10
computing,0.14581583,0.0047475463,8
presented,0.042277366,0.048707712,10
wiley,0.11095008,-0.0042952034,5
europe,0.10916388,-0.012215997,5
paper,0.26449454,0.018200884,11
different,0.7125632,-0.01326564,17
themed,0.14370528,0.11517423,12
costume,0.107822806,0.10405955,11
theme,-0.0068760635,-0.02514453,8
planning,0.17936939,0.005681209,9
concertgoers,-0.33772445,0.08680078,8
poked,0.02556032,-0.0008317712,6
liked,0.34987584,-0.024071297,10
tweeted,0.16486196,-0.011092382,9
impressive,0.047813594,-0.026844885,11
finally,0.46753377,-0.020335484,22
high,0.7577112,-0.020047972,18
five,0.15546966,-0.0073530655,8
founder,0.53699243,-0.048305813,13
bot,0.13597864,-0.01376751,6
draw,0.08467457,-0.031455673,5
market,1.0924745,-0.10664505,34
accessibility,0.22478575,-0.021146696,12
problem,0.20341371,-0.007034331,8
creating,0.12267682,-0.0381403,6
circus,-0.011705769,0.096608035,11
inventory,0.038628533,-0.020950388,7
wine,0.01263322,0.0012539331,5
library,0.10384859,-0.0069769607,5
moving,0.30855036,-0.024534414,9
onto,0.15740782,-0.026915796,7
grape,0.28540507,-0.002531527,11
thankyouecon,-0.08917996,-0.0036388997,5
average,-0.100351125,0.022049079,6
congrats,0.6683081,-0.037163682,26
eats,-0.1162519,-0.01152865,5
bbq,-0.14638749,-0.0036860218,5
complete,0.06450587,0.007364905,8
andoid,0.0164042,-0.06071858,11
naomi,-0.06680869,-0.0020710619,6
campbell,-0.09339579,0.01554143,5
rage,-0.07344296,-0.0017222292,5
fedora,0.006340977,-0.013622146,5
important,0.6330097,0.090766475,25
japanese,0.5387134,-0.034353178,14
sxswcares,0.11189128,-0.0125779295,8
quake,0.32153904,-0.0069053643,14
rule,0.17011495,-0.035431653,10
alternate,-0.033664893,-0.0040711057,5
rare,0.05487703,-0.0007910151,5
sched,0.07988291,-0.047511954,5
unofficial,0.3993084,-0.019691736,13
count,-0.05313063,0.027341673,5
current,0.0074426555,-0.0019959304,5
application,0.25687918,-0.008121262,10
seat,0.04461626,0.0015458979,7
expect,0.3251994,0.024716312,14
several,-0.055177763,0.012448445,6
bunch,0.03861552,-0.01663866,8
exclusive,0.2540747,-0.015087212,15
advertising,0.08022804,-0.0034933991,8
floor,0.67949075,-0.025399156,18
damn,0.19135429,-0.061808527,10
slow,0.07294054,-0.0019580813,6
spilled,-0.06749656,-0.0035178831,8
bean,0.06388649,-0.0069632283,10
sxflip,0.21665114,0.00082431943,15
impressed,-0.022323953,-0.01102166,6
form,0.20544322,0.0072083827,9
tried,0.38240305,-0.0005726895,15
brought,0.425037,-0.030518807,14
delicious,0.038453024,-0.034346204,6
including,0.8922968,-0.010264593,30
drop,0.4270252,-0.039325643,13
management,0.024371797,-0.0065311617,6
talked,0.13507247,-0.0056237658,10
androidsxsw,-0.15457673,-0.028429339,7
downloading,0.24515119,-0.015336927,11
favorite,0.6318433,-0.032441583,19
staying,0.14804381,-0.024550125,8
alive,0.050167177,-0.032242,7
indie,0.33265767,-0.05020298,12
survive,0.358596,-0.031070726,15
custom,0.027152566,-0.05494486,11
sxtxstate,-0.010537019,-0.024490742,8
font,0.2614705,-0.0035146938,8
supposedly,0.061213516,0.008742802,6
needed,0.08885352,-0.021858683,8
convinced,-0.029540107,0.007664924,5
majority,0.084655,-0.012117124,5
feed,0.22687633,-0.039932694,11
desktop,0.11790346,-0.06436428,10
beard,0.22447085,-0.026376095,11
order,0.31116655,-0.012171356,12
unveiling,-0.14958817,0.07753442,5
geogames,-0.09026153,-0.0072202305,5
dangerous,-0.06284409,0.007883708,5
setup,-0.08975854,-0.004515005,7
hopefully,0.09909548,0.0019316818,9
fact,0.009281867,0.01092806,6
buddy,-0.05406263,0.043763347,5
install,-0.11335756,-0.004102874,5
emc,0.07104327,-0.027989045,8
enter,0.5811742,-0.058677245,27
sxswsa,0.18153237,-0.011180609,10
insight,0.36305282,-0.008524053,13
chan,0.17534755,-0.0076434356,6
zlf,0.12832092,-0.015035212,15
pack,0.9986686,-0.03534715,25
whrrl,-0.016967906,-0.032028414,9
marketplace,-0.16560285,-0.01816256,8
original,0.42373076,-0.0099142585,15
eating,-0.031814974,0.010628139,5
normal,0.082715966,-0.0013317935,7
sense,0.073895015,-0.036355503,8
scarborough,-0.023764888,-0.008488783,6
tiny,-0.007903224,-0.006072991,5
typing,0.13620329,0.0063548125,7
skype,0.04170001,-0.011669175,5
common,0.028471384,-0.0027851213,5
carry,-0.0010460123,0.0012574119,5
lame,-0.02222411,-0.004522797,7
engagement,0.019372923,-0.030575475,6
country,0.1237094,-0.017675094,6
thin,0.020138204,-0.02434082,5
mosaicxm,-0.10602408,-0.0031538627,5
decided,-0.06376936,-0.017389953,7
welcome,0.40361828,-0.03837768,14
ios,-0.03279947,0.008566841,5
keyboard,0.7918815,-0.07133706,12
netbook,0.16900863,-0.009478915,5
thousand,-0.00030557957,0.011595617,7
acoustic,0.10002362,0.033917386,8
nokiaconnects,-0.06714471,0.005092231,6
discus,0.09527081,-0.03850675,10
interaction,0.08493704,-0.012380477,8
letting,-0.064426586,-0.009334798,5
drive,0.6756373,-0.06953253,20
traveling,-0.10640132,0.0018767398,9
said,0.9069269,-0.103247985,34
played,0.21838711,-0.010550701,10
smartphones,0.14513369,-0.0043913405,7
smarter,-0.017878244,0.0013665644,6
reaction,-0.06056591,0.081755795,7
range,-0.10074022,0.05242121,5
penney,-0.0120909205,0.0002140198,5
aapl,-0.10157976,-0.016600518,9
ground,-0.045485944,0.0008640071,6
debuting,-0.22287877,0.028859364,5
celebs,-0.012527572,0.009255206,6
steve,0.62499636,-0.03557646,14
smackdown,0.20614785,-0.027235454,11
twit,0.016030723,-0.023349157,8
robot,0.4925785,-0.024776466,12
checked,-0.008113974,-0.00895867,7
ebay,0.18174157,-0.012280179,6
hackathon,0.14386295,0.021727651,7
screw,-0.104679674,0.1143349,7
touching,-0.078634545,-0.005950268,7
title,0.4307311,-0.05057243,13
clean,0.17958197,-0.02865225,7
presence,-0.068445854,-0.014203613,6
area,0.22487089,-0.009515835,10
unveil,-0.14811204,0.07188182,6
bar,0.011804546,-0.018078016,7
glass,-0.06331561,0.001045939,5
thru,-0.03947661,-0.011355692,5
latitude,0.21328712,-0.0024122328,12
anymore,0.052840423,0.07809921,8
comment,0.21767242,0.0030224915,6
child,0.065170236,-0.0132491505,5
competitor,0.25728667,-0.028780818,11
localmind,0.001900712,-0.012750809,5
asked,0.5288483,-0.028260455,19
swiss,-0.049272202,-0.0003223145,5
wishing,0.009723966,0.016863704,5
peak,-0.067433886,-0.0037330957,5
creator,0.09753963,-0.022677384,6
either,0.09711757,-0.029229257,7
sadly,-0.12491999,0.03375058,5
include,0.2760222,-0.038652908,9
payment,0.16245458,-0.037742287,8
sort,-0.05204045,0.037000705,6
relevant,-0.03475316,-0.011528765,5
jones,0.088129215,-0.047735788,5
mike,0.58995444,0.0027578075,20
homeless,0.0733523,-0.012223871,9
fill,0.16801594,-0.020416861,8
nonprofit,0.09666287,-0.051932007,7
unless,0.27729765,-0.0105963,8
plant,0.12469668,-0.000388481,5
water,0.3440787,-0.039274458,12
boomer,0.6712515,-0.084135115,31
cannot,0.013784257,-0.001985287,6
classiest,0.11801348,-0.0141287,11
fascist,0.475925,-0.0033668263,16
elegant,0.11953482,-0.007485544,9
mint,0.11503835,-0.01006151,8
worry,0.2319564,-0.023795184,12
sxswmobileapps,-0.10547446,0.00015237121,5
copy,0.12817432,0.0065638293,9
keeping,0.01734497,-0.025637664,8
proof,0.114288986,0.020624314,7
