word,x_values,y_values,count
disaster,0.85349673,0.023689691,13
staring,0.018664528,-0.08461917,12
able,1.3724962,0.06685008,36
afford,0.47353056,0.1358406,16
consider,0.80412275,0.28495112,19
therapy,0.8344257,-0.08650521,16
route,1.7212176,0.1265103,41
choice,1.5923948,-0.1495513,30
trend,0.2622245,0.07601251,11
interested,0.40896264,0.1838013,15
feel,1.8331666,-0.18899739,40
hanging,0.24973133,0.021915808,13
community,0.6230807,0.051021934,11
forgot,0.40479997,-0.05612437,11
fight,1.4331446,-0.06265232,20
owner,1.2132065,-0.14332862,19
cloud,1.2328866,-0.064229816,21
friendly,0.7617485,-0.01965667,14
podcast,0.9010989,0.047067635,16
walking,1.2192476,-0.28627315,32
almost,1.1904204,-0.12860334,24
always,1.9476004,-0.0493041,25
usguys,0.30157956,0.08244595,12
jealous,0.72098124,-0.16045134,22
posterous,0.37616605,0.046047013,13
explanation,0.48841086,-0.10531813,11
coffee,0.5676455,-0.12280581,17
should,0.47300798,0.0039214003,13
care,0.9544386,-0.08003395,14
peep,0.9222614,0.028982608,20
though,0.4984388,0.110504255,14
analytics,2.0415921,0.17494681,32
googlecircles,0.12838373,0.26339453,11
dancing,0.33370262,0.15809771,13
augmented,1.0465603,0.090489335,16
reality,1.1578678,0.016808137,19
browser,1.3735613,-0.027352568,19
lightbox,0.114465095,-0.09047563,13
announced,0.740578,0.12477865,16
expected,0.5572105,0.0053693657,12
signal,0.35272446,0.118374564,11
listen,0.42898694,-0.026764868,11
helping,0.26504052,-0.0053758603,11
valid,2.34396,0.03811628,48
infektd,1.992492,0.040266477,48
necro,0.07369711,0.03922919,13
concert,0.8166539,0.029973675,14
hard,1.1708883,-0.11228996,22
announcement,0.64167786,0.057450067,11
whole,0.7108408,-0.159337,16
reason,0.4098668,-0.01988879,15
finding,0.57323635,-0.067060314,14
information,1.3995471,0.13191201,25
well,2.94881,-0.33937255,70
loving,0.37600738,0.028973602,15
move,0.79034525,-0.28443778,27
where,0.6196692,-0.17236304,18
player,1.091683,0.017773092,17
newsapps,1.4274094,-0.052674532,31
doc,0.7466389,0.04623639,12
table,0.8095589,-0.030296467,15
three,0.43851188,-0.08746513,13
usage,1.1660601,0.44174376,38
zomb,0.05079697,0.02490436,11
official,1.1589309,-0.05196311,30
paper,0.27689123,0.037453286,11
different,1.1507109,0.039727867,17
themed,0.4643682,0.30993545,12
costume,0.34499696,0.17624898,11
impressive,0.24674313,-0.10266493,11
finally,0.72347766,-0.019453596,22
high,1.4995776,-0.1234564,18
founder,0.8169154,0.009022473,15
market,2.1489298,-0.117987044,34
accessibility,0.7165879,-0.020982346,12
circus,-0.10098765,0.11595892,11
grape,0.47899708,-0.028500043,11
congrats,1.2204101,-0.11535296,26
andoid,0.108335875,-0.07830753,11
from,1.7811692,0.06272692,34
important,1.2927405,0.12414463,25
japanese,0.836407,0.047512554,14
quake,0.5291321,0.013382338,14
unofficial,0.7420986,-0.025976546,13
expect,0.46023032,0.013008172,14
exclusive,0.4256256,0.04514743,15
floor,1.0699911,-0.07457067,18
sxflip,0.37148914,0.07692353,15
tried,0.60834336,-0.03330815,15
brought,0.67896056,-0.030449595,14
including,1.5992924,0.037610143,30
drop,0.8757821,0.0027641305,13
downloading,0.53183097,-0.03343349,11
favorite,0.89130324,-0.012476857,19
indie,0.4723448,0.04952342,12
survive,0.4512272,0.08306676,15
custom,0.09872708,-0.062814124,11
feed,0.30994904,-0.07596655,11
beard,0.35912642,-0.042090956,11
order,0.54167694,-0.010842856,12
enter,1.0649419,-0.07157435,27
insight,0.7853248,0.0021403641,13
zlf,0.1412184,0.032708373,15
pack,1.5059332,-0.13349962,25
original,1.0984241,-0.0104509955,15
welcome,0.82359785,-0.025033174,14
keyboard,1.2540408,-0.0704627,12
drive,1.2149403,-0.030022908,20
said,1.1965598,-0.06038268,34
steve,1.1071666,-0.06610552,14
smackdown,0.1745626,0.040984727,11
robot,0.83024454,-0.02840061,12
title,0.7771278,-0.025668906,13
latitude,0.40804258,0.11604264,12
competitor,0.47606575,0.10783183,11
asked,0.92861474,0.010887315,19
mike,0.9730676,-0.010414591,20
water,0.6308415,-0.15208033,12
your,1.6343254,-0.1653665,48
boomer,1.3011749,-0.090993725,31
classiest,0.20757107,-0.005128669,11
fascist,0.8275552,0.0012978537,16
worry,0.49256757,-0.070757136,12
kick,0.06709543,0.01080735,13
envy,0.55811644,-0.03609064,13
challenge,0.82248515,-0.009840217,18
killing,0.58694804,-0.0397582,18
lonely,0.15282936,-0.17721663,17
planet,0.1884733,-0.19132267,15
kind,0.92027086,0.051824868,16
dear,0.52594453,-0.054188795,15
pearl,0.5179063,0.0026849618,15
happens,1.0091671,0.0134601155,13
leanstartup,0.4068843,0.025720693,11
confirmed,0.0945717,-0.20452878,18
novelty,0.026293296,0.041967712,11
fade,0.38561794,0.032449406,12
reading,1.3124379,-0.08980972,19
hosted,0.23670374,0.032391828,12
advice,0.017433902,0.14678907,11
featured,1.6188706,-0.24918383,40
ton,0.46712878,-0.02639653,11
useful,1.2216712,0.009348821,20
blue,1.482755,-0.04747883,16
double,1.0001737,-0.049187634,15
signing,0.5346997,0.031189537,12
visit,1.1112996,-0.16735528,26
art,0.3520972,-0.08405745,13
thinking,0.78697693,-0.1624988,16
handle,0.56061536,-0.14837128,12
watching,0.8358466,0.030136097,24
checking,1.1253165,-0.22594419,36
kill,0.6363715,0.04856209,12
wearing,0.7856969,-0.0073455446,12
smartphone,0.46473795,-0.08909034,12
discovr,0.69624656,-0.031516906,13
chris,0.8271181,0.025010351,15
swarm,0.5795294,0.007046366,15
crowley,0.6794256,0.030522717,17
ireport,0.14150546,0.05215253,11
taco,0.8257882,-0.096106194,11
youtube,0.6056237,-0.07978852,12
personalized,0.8563886,0.114798404,14
heart,1.1158015,-0.031561546,16
kinda,0.31111047,-0.054412805,11
contest,0.37004885,-0.018088495,13
appears,0.4064104,-0.0130926445,14
marissagoogle,0.69324034,0.14400797,28
style,0.7001788,-0.014029275,12
online,0.91876924,0.0027388476,20
baby,0.35335815,-0.09597779,12
bank,0.8222333,-0.058051683,14
recap,0.79322875,-0.03832517,13
project,1.4006088,0.08589726,27
guard,0.13185707,-0.14376836,13
possible,0.24052744,0.1461534,12
trip,1.5033156,-0.06386198,19
lustre,0.25902563,-0.042226534,13
rumour,0.12007656,0.4005163,11
native,0.89199543,0.013578301,12
heat,0.98226166,-0.0026869022,18
side,0.5712475,-0.078057945,12
driver,0.45215136,-0.025485415,11
scene,0.3304497,-0.13598661,11
yourmom,0.085526034,-0.039283648,13
us,0.9669161,-0.001823143,15
texting,0.738152,0.13984664,13
voice,0.8259371,-0.007148429,11
adoption,0.9427853,-0.08213119,12
conversation,0.8876484,-0.0419502,14
roll,0.6008916,-0.0016773964,11
john,0.6877957,-0.018049873,12
entry,0.6020164,-0.07546379,13
photography,0.22106625,0.016685052,11
streaming,0.2822909,0.00040302894,14
tyson,0.91834944,-0.020472618,20
bavcid,0.41507024,0.0019141723,13
josh,0.5725742,0.0046182023,13
pass,0.5036617,0.034022316,13
hearing,0.2343002,0.10666513,11
sticker,0.31911603,-0.06967931,11
